Date,Category,Subcategory,NumUniqUsers,NumMessages,Sentiment,AvgResponseTime,BotChannel,Week
2017-11-30,Rewards,Help,103,103,0.29,326.61,Web,"Nov 27, 2017"
2017-11-30,Product Findability,Help,31,31,0.37,331.61,Web,"Nov 27, 2017"
2017-11-30,Shipping,Help,22,22,0.27,344.18,Web,"Nov 27, 2017"
2017-11-30,undefined,Help,26,26,0.31,270.65,Web,"Nov 27, 2017"
2017-11-30,Rebates,Help,6,6,0.24,247.33,Web,"Nov 27, 2017"
2017-11-30,Password,Help,20,20,0.31,312.50,Web,"Nov 27, 2017"
2017-11-30,Personal Information Update,Help,29,29,0.18,334.21,Web,"Nov 27, 2017"
2017-11-30,Receipt,Help,2,2,0.19,641.50,Web,"Nov 27, 2017"
2017-11-30,Gift Cards,Help,18,18,0.51,336.06,Web,"Nov 27, 2017"
2017-11-30,Store Questions,Help,2,2,0.19,302.50,Web,"Nov 27, 2017"
2017-11-30,HR,Help,4,4,0.22,340.50,Web,"Nov 27, 2017"
2017-11-30,App,Help,3,3,0.32,475.67,Web,"Nov 27, 2017"
2017-11-30,Fradulent Activity,Help,2,2,0.08,334.50,Web,"Nov 27, 2017"
2017-11-30,Track Order,Intent,14355,19327,0.13,208.84,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Track Order,Help,1,1,0.35,390.00,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Not Defined,Intent,388,420,0.33,146.16,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Not Defined,Help,5,5,0.23,409.40,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Rewards,Intent,139,196,0.49,96.05,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Pricing Questions,Intent,107,114,0.57,101.87,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Store Questions,Intent,153,163,0.32,318.29,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Gift Cards,Intent,1,3,0.19,316.00,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Live Agent Request,Intent,455,614,0.08,100.54,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Kohl's Cash Question,Intent,7,8,0.16,342.38,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Offers & Deals Question,Intent,356,401,0.54,201.11,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Offers & Deals Question,Help,2,2,0.46,463.00,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Rebates,Help,1,1,0.13,322.00,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Product Integrity,Help,1,1,0.37,356.00,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Returns,Help,3,3,0.41,282.33,FacebookMsgr,"Nov 27, 2017"
2017-11-30,App,Help,6,6,0.13,213.33,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Order Management,Help,2,2,0.32,388.00,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Shipping,Help,2,2,0.24,380.50,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Password,Help,1,1,0.42,365.00,FacebookMsgr,"Nov 27, 2017"
2017-11-30,Website Question,Help,1,1,0.44,233.00,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Track Order,Intent,18023,30599,0.32,452.42,Web,"Nov 27, 2017"
2017-12-01,Track Order,Help,553,553,0.30,348.83,Web,"Nov 27, 2017"
2017-12-01,Not Defined,Intent,1533,1705,0.20,175.96,Web,"Nov 27, 2017"
2017-12-01,Not Defined,Help,241,241,0.25,400.64,Web,"Nov 27, 2017"
2017-12-01,Live Agent Request,Intent,342,372,0.24,158.91,Web,"Nov 27, 2017"
2017-12-01,Live Agent Request,Help,9,9,0.24,434.56,Web,"Nov 27, 2017"
2017-12-01,Offers & Deals Question,Intent,33,39,0.31,332.21,Web,"Nov 27, 2017"
2017-12-01,Pricing Questions,Intent,5,6,0.57,152.67,Web,"Nov 27, 2017"
2017-12-01,Pricing Questions,Help,31,31,0.32,709.35,Web,"Nov 27, 2017"
2017-12-01,Returns,Help,352,352,0.16,273.65,Web,"Nov 27, 2017"
2017-12-01,Rebates,Help,8,8,0.29,276.88,Web,"Nov 27, 2017"
2017-12-01,Gift Cards,Help,23,23,0.51,424.96,Web,"Nov 27, 2017"
2017-12-01,Kohl's Credit Card,Help,175,175,0.16,351.99,Web,"Nov 27, 2017"
2017-12-01,Product Integrity,Help,32,32,0.25,302.53,Web,"Nov 27, 2017"
2017-12-01,Offers & Deals Question,Help,239,239,0.46,346.02,Web,"Nov 27, 2017"
2017-12-01,Shipping,Help,14,14,0.31,358.86,Web,"Nov 27, 2017"
2017-12-01,Rewards,Help,123,123,0.30,346.20,Web,"Nov 27, 2017"
2017-12-01,Kohl's Cash Question,Help,89,89,0.17,407.40,Web,"Nov 27, 2017"
2017-12-01,Order Management,Help,219,219,0.30,341.91,Web,"Nov 27, 2017"
2017-12-01,Product Findability,Help,30,30,0.40,372.57,Web,"Nov 27, 2017"
2017-12-01,App,Help,6,6,0.16,398.00,Web,"Nov 27, 2017"
2017-12-01,BOPUS,Help,46,46,0.29,410.26,Web,"Nov 27, 2017"
2017-12-01,undefined,Help,32,32,0.36,310.22,Web,"Nov 27, 2017"
2017-12-01,HR,Help,2,2,0.22,293.50,Web,"Nov 27, 2017"
2017-12-01,Personal Information Update,Help,29,29,0.28,378.86,Web,"Nov 27, 2017"
2017-12-01,Store Questions,Help,2,2,0.10,596.50,Web,"Nov 27, 2017"
2017-12-01,Website Question,Help,28,28,0.28,470.96,Web,"Nov 27, 2017"
2017-12-01,Password,Help,10,10,0.30,347.90,Web,"Nov 27, 2017"
2017-12-01,Receipt,Help,5,5,0.19,317.00,Web,"Nov 27, 2017"
2017-12-01,Fradulent Activity,Help,3,3,0.09,307.00,Web,"Nov 27, 2017"
2017-12-01,Track Order,Intent,12278,17134,0.13,202.59,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Track Order,Help,6,6,0.21,265.17,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Not Defined,Intent,340,404,0.33,149.40,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Not Defined,Help,7,7,0.27,343.14,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Store Questions,Intent,202,229,0.32,330.62,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Offers & Deals Question,Intent,387,450,0.54,228.42,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Kohl's Cash Question,Intent,4,6,0.19,362.33,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Rewards,Intent,134,206,0.46,106.25,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Pricing Questions,Intent,136,154,0.57,101.64,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Pricing Questions,Help,1,1,0.32,334.00,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Live Agent Request,Intent,412,551,0.08,135.25,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Returns,Help,4,4,0.33,440.00,FacebookMsgr,"Nov 27, 2017"
2017-12-01,App,Help,7,7,0.13,245.71,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Shipping,Help,1,1,0.38,597.00,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Offers & Deals Question,Help,1,1,0.18,432.00,FacebookMsgr,"Nov 27, 2017"
2017-12-01,Order Management,Help,2,2,0.27,243.50,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Track Order,Intent,14778,24614,0.33,445.82,Web,"Nov 27, 2017"
2017-12-02,Track Order,Help,570,570,0.30,392.60,Web,"Nov 27, 2017"
2017-12-02,Not Defined,Intent,1253,1388,0.19,145.18,Web,"Nov 27, 2017"
2017-12-02,Not Defined,Help,231,231,0.27,403.44,Web,"Nov 27, 2017"
2017-12-02,Live Agent Request,Intent,308,335,0.24,152.97,Web,"Nov 27, 2017"
2017-12-02,Live Agent Request,Help,10,10,0.36,420.00,Web,"Nov 27, 2017"
2017-12-02,Pricing Questions,Intent,6,7,0.57,140.00,Web,"Nov 27, 2017"
2017-12-02,Pricing Questions,Help,22,22,0.34,337.77,Web,"Nov 27, 2017"
2017-12-02,Offers & Deals Question,Intent,37,46,0.31,310.09,Web,"Nov 27, 2017"
2017-12-02,Order Management,Help,203,203,0.31,340.08,Web,"Nov 27, 2017"
2017-12-02,Rewards,Help,66,66,0.28,375.88,Web,"Nov 27, 2017"
2017-12-02,Offers & Deals Question,Help,248,248,0.46,347.52,Web,"Nov 27, 2017"
2017-12-02,Kohl's Cash Question,Help,75,75,0.20,481.75,Web,"Nov 27, 2017"
2017-12-02,Kohl's Credit Card,Help,127,127,0.16,403.68,Web,"Nov 27, 2017"
2017-12-02,Returns,Help,354,354,0.14,281.64,Web,"Nov 27, 2017"
2017-12-02,undefined,Help,26,26,0.27,348.54,Web,"Nov 27, 2017"
2017-12-02,Product Findability,Help,24,24,0.36,287.92,Web,"Nov 27, 2017"
2017-12-02,Product Integrity,Help,27,27,0.26,323.85,Web,"Nov 27, 2017"
2017-12-02,Website Question,Help,37,37,0.33,401.73,Web,"Nov 27, 2017"
2017-12-02,BOPUS,Help,43,43,0.32,441.23,Web,"Nov 27, 2017"
2017-12-02,Shipping,Help,16,16,0.30,638.56,Web,"Nov 27, 2017"
2017-12-02,App,Help,7,7,0.19,307.14,Web,"Nov 27, 2017"
2017-12-02,Gift Cards,Help,30,30,0.56,451.73,Web,"Nov 27, 2017"
2017-12-02,Personal Information Update,Help,22,22,0.21,488.59,Web,"Nov 27, 2017"
2017-12-02,Fradulent Activity,Help,2,2,0.21,336.50,Web,"Nov 27, 2017"
2017-12-02,Password,Help,10,10,0.22,266.60,Web,"Nov 27, 2017"
2017-12-02,HR,Help,2,2,0.28,399.00,Web,"Nov 27, 2017"
2017-12-02,Rebates,Help,5,5,0.28,576.60,Web,"Nov 27, 2017"
2017-12-02,Store Questions,Help,4,4,0.18,478.50,Web,"Nov 27, 2017"
2017-12-02,Receipt,Help,1,1,0.21,255.00,Web,"Nov 27, 2017"
2017-12-02,Track Order,Intent,10077,13045,0.14,205.69,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Track Order,Help,5,5,0.52,329.40,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Offers & Deals Question,Intent,361,424,0.54,190.93,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Live Agent Request,Intent,338,403,0.09,104.83,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Store Questions,Intent,158,176,0.33,313.76,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Not Defined,Intent,299,347,0.35,155.29,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Not Defined,Help,5,5,0.18,384.60,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Rewards,Intent,159,206,0.49,94.22,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Pricing Questions,Intent,129,143,0.57,103.57,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Kohl's Cash Question,Intent,6,13,0.21,296.77,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Returns,Help,2,2,0.34,303.50,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Product Findability,Help,1,1,0.19,359.00,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Shipping,Help,1,1,0.13,214.00,FacebookMsgr,"Nov 27, 2017"
2017-12-02,Password,Help,1,1,0.28,431.00,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Not Defined,Intent,1011,1118,0.18,153.55,Web,"Nov 27, 2017"
2017-12-03,Not Defined,Help,208,208,0.24,438.34,Web,"Nov 27, 2017"
2017-12-03,Live Agent Request,Intent,268,297,0.23,165.38,Web,"Nov 27, 2017"
2017-12-03,Live Agent Request,Help,16,16,0.25,453.63,Web,"Nov 27, 2017"
2017-12-03,Offers & Deals Question,Intent,42,50,0.28,368.56,Web,"Nov 27, 2017"
2017-12-03,Pricing Questions,Intent,11,11,0.57,143.45,Web,"Nov 27, 2017"
2017-12-03,Pricing Questions,Help,25,25,0.30,414.92,Web,"Nov 27, 2017"
2017-12-03,Track Order,Intent,11166,17823,0.32,461.18,Web,"Nov 27, 2017"
2017-12-03,Track Order,Help,340,340,0.29,419.65,Web,"Nov 27, 2017"
2017-12-03,Offers & Deals Question,Help,206,206,0.47,381.36,Web,"Nov 27, 2017"
2017-12-03,Returns,Help,323,323,0.16,314.17,Web,"Nov 27, 2017"
2017-12-03,Order Management,Help,191,191,0.27,393.81,Web,"Nov 27, 2017"
2017-12-03,Rewards,Help,57,57,0.27,313.37,Web,"Nov 27, 2017"
2017-12-03,Website Question,Help,41,41,0.28,475.00,Web,"Nov 27, 2017"
2017-12-03,Product Integrity,Help,17,17,0.27,394.71,Web,"Nov 27, 2017"
2017-12-03,Rebates,Help,9,9,0.28,294.33,Web,"Nov 27, 2017"
2017-12-03,BOPUS,Help,43,43,0.25,441.98,Web,"Nov 27, 2017"
2017-12-03,Kohl's Cash Question,Help,86,86,0.17,481.85,Web,"Nov 27, 2017"
2017-12-03,Product Findability,Help,19,19,0.43,356.21,Web,"Nov 27, 2017"
2017-12-03,Gift Cards,Help,25,25,0.49,403.96,Web,"Nov 27, 2017"
2017-12-03,Kohl's Credit Card,Help,104,104,0.16,425.42,Web,"Nov 27, 2017"
2017-12-03,undefined,Help,22,22,0.28,323.50,Web,"Nov 27, 2017"
2017-12-03,Password,Help,15,15,0.30,360.80,Web,"Nov 27, 2017"
2017-12-03,Personal Information Update,Help,29,29,0.29,360.62,Web,"Nov 27, 2017"
2017-12-03,App,Help,6,6,0.21,712.00,Web,"Nov 27, 2017"
2017-12-03,HR,Help,2,2,0.23,888.50,Web,"Nov 27, 2017"
2017-12-03,Shipping,Help,15,15,0.35,515.73,Web,"Nov 27, 2017"
2017-12-03,Receipt,Help,2,2,0.42,643.50,Web,"Nov 27, 2017"
2017-12-03,Store Questions,Help,3,3,0.35,1240.33,Web,"Nov 27, 2017"
2017-12-03,Fradulent Activity,Help,2,2,0.30,504.00,Web,"Nov 27, 2017"
2017-12-03,Track Order,Intent,6510,7880,0.16,241.99,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Track Order,Help,4,4,0.45,395.00,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Live Agent Request,Intent,276,366,0.05,98.73,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Store Questions,Intent,152,167,0.33,299.42,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Not Defined,Intent,236,265,0.30,166.98,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Not Defined,Help,1,1,0.10,275.00,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Offers & Deals Question,Intent,312,356,0.55,223.81,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Rewards,Intent,135,172,0.48,123.81,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Kohl's Cash Question,Intent,4,7,0.16,371.57,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Pricing Questions,Intent,96,114,0.57,104.25,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Order Management,Help,2,2,0.40,663.50,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Password,Help,1,1,0.24,380.00,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Product Integrity,Help,1,1,0.40,347.00,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Shipping,Help,1,1,0.20,301.00,FacebookMsgr,"Nov 27, 2017"
2017-12-03,App,Help,2,2,0.13,208.50,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Returns,Help,1,1,0.34,260.00,FacebookMsgr,"Nov 27, 2017"
2017-12-03,Offers & Deals Question,Help,1,1,0.19,249.00,FacebookMsgr,"Nov 27, 2017"
2017-12-04,Not Defined,Intent,1341,1466,0.19,151.97,Web,"Dec 4, 2017"
2017-12-04,Not Defined,Help,234,234,0.24,472.90,Web,"Dec 4, 2017"
2017-12-04,Live Agent Request,Intent,305,337,0.24,145.31,Web,"Dec 4, 2017"
2017-12-04,Live Agent Request,Help,17,17,0.29,446.65,Web,"Dec 4, 2017"
2017-12-04,Offers & Deals Question,Intent,61,77,0.29,346.40,Web,"Dec 4, 2017"
2017-12-04,Pricing Questions,Intent,7,8,0.57,145.00,Web,"Dec 4, 2017"
2017-12-04,Pricing Questions,Help,19,19,0.29,510.79,Web,"Dec 4, 2017"
2017-12-04,Track Order,Intent,13964,23022,0.33,457.57,Web,"Dec 4, 2017"
2017-12-04,Track Order,Help,520,520,0.30,417.03,Web,"Dec 4, 2017"
2017-12-04,Order Management,Help,235,235,0.28,398.66,Web,"Dec 4, 2017"
2017-12-04,undefined,Help,22,22,0.32,289.00,Web,"Dec 4, 2017"
2017-12-04,Returns,Help,318,318,0.15,333.80,Web,"Dec 4, 2017"
2017-12-04,Offers & Deals Question,Help,268,268,0.46,390.29,Web,"Dec 4, 2017"
2017-12-04,BOPUS,Help,50,50,0.25,407.02,Web,"Dec 4, 2017"
2017-12-04,Kohl's Cash Question,Help,78,78,0.16,574.64,Web,"Dec 4, 2017"
2017-12-04,Rewards,Help,67,67,0.30,415.42,Web,"Dec 4, 2017"
2017-12-04,Website Question,Help,39,39,0.25,436.82,Web,"Dec 4, 2017"
2017-12-04,Kohl's Credit Card,Help,134,134,0.15,445.59,Web,"Dec 4, 2017"
2017-12-04,Product Integrity,Help,17,17,0.28,393.71,Web,"Dec 4, 2017"
2017-12-04,Password,Help,14,14,0.31,387.57,Web,"Dec 4, 2017"
2017-12-04,Gift Cards,Help,16,16,0.55,388.00,Web,"Dec 4, 2017"
2017-12-04,Shipping,Help,16,16,0.34,452.94,Web,"Dec 4, 2017"
2017-12-04,Personal Information Update,Help,26,26,0.21,442.54,Web,"Dec 4, 2017"
2017-12-04,Product Findability,Help,25,25,0.34,404.72,Web,"Dec 4, 2017"
2017-12-04,Store Questions,Help,2,2,0.34,562.50,Web,"Dec 4, 2017"
2017-12-04,Rebates,Help,8,8,0.24,335.13,Web,"Dec 4, 2017"
2017-12-04,App,Help,3,3,0.08,445.67,Web,"Dec 4, 2017"
2017-12-04,HR,Help,1,1,0.26,263.00,Web,"Dec 4, 2017"
2017-12-04,Fradulent Activity,Help,1,1,0.05,650.00,Web,"Dec 4, 2017"
2017-12-04,Store Questions,Intent,156,170,0.35,338.95,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Not Defined,Intent,297,330,0.33,154.55,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Not Defined,Help,10,10,0.24,448.20,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Track Order,Intent,9310,12288,0.14,220.29,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Track Order,Help,4,4,0.31,323.75,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Kohl's Cash Question,Intent,8,10,0.16,242.20,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Pricing Questions,Intent,106,115,0.57,108.37,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Live Agent Request,Intent,347,455,0.07,106.17,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Rewards,Intent,142,183,0.46,103.34,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Offers & Deals Question,Intent,325,376,0.55,220.76,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Shipping,Help,2,2,0.33,382.00,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Returns,Help,2,2,0.12,294.50,FacebookMsgr,"Dec 4, 2017"
2017-12-04,Order Management,Help,1,1,0.16,358.00,FacebookMsgr,"Dec 4, 2017"
2017-12-04,App,Help,1,1,0.13,262.00,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Not Defined,Intent,1380,1505,0.18,178.92,Web,"Dec 4, 2017"
2017-12-05,Not Defined,Help,215,215,0.26,508.86,Web,"Dec 4, 2017"
2017-12-05,Track Order,Intent,14247,23880,0.32,467.98,Web,"Dec 4, 2017"
2017-12-05,Track Order,Help,521,521,0.29,579.77,Web,"Dec 4, 2017"
2017-12-05,Live Agent Request,Intent,353,389,0.23,151.16,Web,"Dec 4, 2017"
2017-12-05,Live Agent Request,Help,8,8,0.28,514.00,Web,"Dec 4, 2017"
2017-12-05,Offers & Deals Question,Intent,40,50,0.33,444.66,Web,"Dec 4, 2017"
2017-12-05,Pricing Questions,Intent,10,10,0.57,156.60,Web,"Dec 4, 2017"
2017-12-05,Pricing Questions,Help,15,15,0.35,545.47,Web,"Dec 4, 2017"
2017-12-05,Product Integrity,Help,40,40,0.26,1121.45,Web,"Dec 4, 2017"
2017-12-05,Offers & Deals Question,Help,302,302,0.45,794.72,Web,"Dec 4, 2017"
2017-12-05,Order Management,Help,258,258,0.30,470.61,Web,"Dec 4, 2017"
2017-12-05,Returns,Help,336,336,0.14,591.45,Web,"Dec 4, 2017"
2017-12-05,Rewards,Help,71,71,0.29,486.24,Web,"Dec 4, 2017"
2017-12-05,Kohl's Credit Card,Help,162,162,0.15,480.40,Web,"Dec 4, 2017"
2017-12-05,BOPUS,Help,34,34,0.30,455.62,Web,"Dec 4, 2017"
2017-12-05,Store Questions,Help,1,1,0.15,799.00,Web,"Dec 4, 2017"
2017-12-05,Product Findability,Help,27,27,0.27,605.04,Web,"Dec 4, 2017"
2017-12-05,Website Question,Help,38,38,0.27,606.55,Web,"Dec 4, 2017"
2017-12-05,Kohl's Cash Question,Help,90,90,0.18,617.39,Web,"Dec 4, 2017"
2017-12-05,undefined,Help,26,26,0.33,404.23,Web,"Dec 4, 2017"
2017-12-05,Personal Information Update,Help,23,23,0.24,1744.30,Web,"Dec 4, 2017"
2017-12-05,App,Help,6,6,0.21,415.00,Web,"Dec 4, 2017"
2017-12-05,Shipping,Help,16,16,0.25,528.75,Web,"Dec 4, 2017"
2017-12-05,Rebates,Help,10,10,0.32,448.10,Web,"Dec 4, 2017"
2017-12-05,Password,Help,11,11,0.34,599.45,Web,"Dec 4, 2017"
2017-12-05,HR,Help,4,4,0.34,661.25,Web,"Dec 4, 2017"
2017-12-05,Gift Cards,Help,12,12,0.56,454.67,Web,"Dec 4, 2017"
2017-12-05,Fradulent Activity,Help,2,2,0.05,429.00,Web,"Dec 4, 2017"
2017-12-05,Receipt,Help,3,3,0.22,836.67,Web,"Dec 4, 2017"
2017-12-05,Track Order,Intent,10152,13769,0.13,225.17,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Track Order,Help,12,12,0.28,787.08,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Store Questions,Intent,169,204,0.32,318.06,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Rewards,Intent,135,209,0.47,107.80,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Not Defined,Intent,329,365,0.35,155.27,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Not Defined,Help,5,5,0.13,467.80,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Kohl's Cash Question,Intent,5,7,0.07,452.71,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Gift Cards,Intent,1,1,0.31,167.00,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Gift Cards,Help,1,1,0.19,462.00,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Live Agent Request,Intent,354,462,0.08,101.66,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Offers & Deals Question,Intent,318,363,0.54,222.19,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Pricing Questions,Intent,111,126,0.57,102.98,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Pricing Questions,Help,1,1,0.34,437.00,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Returns,Help,3,3,0.43,885.00,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Order Management,Help,2,2,0.18,2428.50,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Kohl's Credit Card,Help,1,1,0.09,475.00,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Website Question,Help,1,1,0.13,492.00,FacebookMsgr,"Dec 4, 2017"
2017-12-05,Shipping,Help,1,1,0.38,285.00,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Track Order,Intent,12945,21733,0.32,486.11,Web,"Dec 4, 2017"
2017-12-06,Track Order,Help,557,557,0.29,513.71,Web,"Dec 4, 2017"
2017-12-06,Live Agent Request,Intent,354,374,0.24,153.41,Web,"Dec 4, 2017"
2017-12-06,Live Agent Request,Help,17,17,0.27,386.82,Web,"Dec 4, 2017"
2017-12-06,Not Defined,Intent,1320,1464,0.18,160.83,Web,"Dec 4, 2017"
2017-12-06,Not Defined,Help,243,243,0.25,519.90,Web,"Dec 4, 2017"
2017-12-06,Pricing Questions,Intent,10,12,0.57,139.17,Web,"Dec 4, 2017"
2017-12-06,Pricing Questions,Help,17,17,0.24,487.00,Web,"Dec 4, 2017"
2017-12-06,Offers & Deals Question,Intent,34,46,0.30,406.41,Web,"Dec 4, 2017"
2017-12-06,undefined,Help,26,26,0.24,425.88,Web,"Dec 4, 2017"
2017-12-06,Kohl's Credit Card,Help,153,153,0.15,545.03,Web,"Dec 4, 2017"
2017-12-06,Personal Information Update,Help,28,28,0.30,534.36,Web,"Dec 4, 2017"
2017-12-06,Website Question,Help,42,42,0.26,596.21,Web,"Dec 4, 2017"
2017-12-06,Returns,Help,325,325,0.15,418.37,Web,"Dec 4, 2017"
2017-12-06,Rewards,Help,58,58,0.26,537.53,Web,"Dec 4, 2017"
2017-12-06,Offers & Deals Question,Help,238,238,0.45,592.09,Web,"Dec 4, 2017"
2017-12-06,Order Management,Help,251,251,0.31,476.85,Web,"Dec 4, 2017"
2017-12-06,BOPUS,Help,46,46,0.28,471.72,Web,"Dec 4, 2017"
2017-12-06,Product Integrity,Help,32,32,0.28,441.63,Web,"Dec 4, 2017"
2017-12-06,Product Findability,Help,25,25,0.27,404.64,Web,"Dec 4, 2017"
2017-12-06,Shipping,Help,20,20,0.27,822.80,Web,"Dec 4, 2017"
2017-12-06,Kohl's Cash Question,Help,87,87,0.17,655.90,Web,"Dec 4, 2017"
2017-12-06,Gift Cards,Help,25,25,0.51,419.20,Web,"Dec 4, 2017"
2017-12-06,App,Help,4,4,0.36,473.50,Web,"Dec 4, 2017"
2017-12-06,Password,Help,17,17,0.29,516.94,Web,"Dec 4, 2017"
2017-12-06,Rebates,Help,7,7,0.30,378.29,Web,"Dec 4, 2017"
2017-12-06,Receipt,Help,4,4,0.19,527.00,Web,"Dec 4, 2017"
2017-12-06,HR,Help,3,3,0.37,353.33,Web,"Dec 4, 2017"
2017-12-06,Store Questions,Help,1,1,0.14,338.00,Web,"Dec 4, 2017"
2017-12-06,Track Order,Intent,8897,12165,0.12,199.17,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Track Order,Help,7,7,0.38,465.57,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Store Questions,Intent,137,166,0.36,313.75,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Live Agent Request,Intent,360,512,0.07,99.46,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Not Defined,Intent,279,348,0.33,149.34,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Not Defined,Help,2,2,0.24,427.50,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Offers & Deals Question,Intent,322,372,0.54,245.54,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Pricing Questions,Intent,109,123,0.57,106.81,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Rewards,Intent,133,153,0.51,95.90,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Gift Cards,Intent,1,1,0.10,346.00,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Kohl's Cash Question,Intent,5,12,0.15,223.33,FacebookMsgr,"Dec 4, 2017"
2017-12-06,Order Management,Help,1,1,0.45,337.00,FacebookMsgr,"Dec 4, 2017"
2017-12-06,App,Help,1,1,0.13,1377.00,FacebookMsgr,"Dec 4, 2017"
