Date,Category,Subcategory,NumUniqUsers,NumMessages,Sentiment,AvgResponseTime,BotChannel,Week
2017-07-01,Store Questions,Intent,14,14,0.04,1159.00,FacebookMsgr,"Jun 26, 2017"
2017-07-01,Not Defined,Intent,8,8,0.16,601.25,FacebookMsgr,"Jun 26, 2017"
2017-07-01,Rewards,Intent,9,10,0.00,915.60,FacebookMsgr,"Jun 26, 2017"
2017-07-01,Track Order,Intent,2,2,0.00,189.00,FacebookMsgr,"Jun 26, 2017"
2017-07-01,Live Agent Request,Intent,24,46,0.00,214.76,FacebookMsgr,"Jun 26, 2017"
2017-07-01,Offers & Deals Question,Intent,36,39,0.01,2313.85,FacebookMsgr,"Jun 26, 2017"
2017-07-02,Offers & Deals Question,Intent,38,41,0.01,2436.10,FacebookMsgr,"Jun 26, 2017"
2017-07-02,Not Defined,Intent,11,13,0.03,523.69,FacebookMsgr,"Jun 26, 2017"
2017-07-02,Track Order,Intent,13,23,-0.01,473.48,FacebookMsgr,"Jun 26, 2017"
2017-07-02,Live Agent Request,Intent,22,31,0.03,268.84,FacebookMsgr,"Jun 26, 2017"
2017-07-02,Store Questions,Intent,19,19,0.01,961.42,FacebookMsgr,"Jun 26, 2017"
2017-07-02,Rewards,Intent,9,11,0.00,697.18,FacebookMsgr,"Jun 26, 2017"
2017-07-03,Rewards,Intent,14,17,0.00,287.53,FacebookMsgr,"Jul 3, 2017"
2017-07-03,Store Questions,Intent,26,34,-0.02,1278.41,FacebookMsgr,"Jul 3, 2017"
2017-07-03,Not Defined,Intent,19,26,0.12,496.00,FacebookMsgr,"Jul 3, 2017"
2017-07-03,Offers & Deals Question,Intent,43,53,0.01,2539.72,FacebookMsgr,"Jul 3, 2017"
2017-07-03,Live Agent Request,Intent,33,45,0.01,253.98,FacebookMsgr,"Jul 3, 2017"
2017-07-03,Track Order,Intent,15,24,-0.03,719.00,FacebookMsgr,"Jul 3, 2017"
2017-07-03,App,Help,1,1,0.00,1006.00,FacebookMsgr,"Jul 3, 2017"
2017-07-04,Track Order,Intent,13,18,-0.07,295.72,FacebookMsgr,"Jul 3, 2017"
2017-07-04,Offers & Deals Question,Intent,58,72,0.00,2694.61,FacebookMsgr,"Jul 3, 2017"
2017-07-04,Store Questions,Intent,30,32,0.02,1153.06,FacebookMsgr,"Jul 3, 2017"
2017-07-04,Live Agent Request,Intent,28,39,0.03,279.28,FacebookMsgr,"Jul 3, 2017"
2017-07-04,Rewards,Intent,11,12,0.03,277.92,FacebookMsgr,"Jul 3, 2017"
2017-07-04,Not Defined,Intent,19,23,0.10,581.52,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Not Defined,Intent,24,40,0.10,485.78,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Rewards,Intent,10,27,0.00,863.78,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Store Questions,Intent,28,43,0.10,1071.47,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Track Order,Intent,11,15,0.04,1172.27,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Live Agent Request,Intent,30,47,-0.02,273.28,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Pricing Questions,Intent,1,1,0.00,296.00,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Offers & Deals Question,Intent,34,42,0.01,2902.36,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Kohl's Cash Question,Intent,1,1,0.10,1532.00,FacebookMsgr,"Jul 3, 2017"
2017-07-05,Returns,Help,2,2,-0.40,1200.50,FacebookMsgr,"Jul 3, 2017"
2017-07-05,App,Help,1,1,0.00,1146.00,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Not Defined,Intent,20,28,0.15,1371.61,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Not Defined,Help,1,1,0.00,906.00,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Rewards,Intent,14,18,-0.02,1468.28,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Track Order,Intent,24,31,0.02,771.26,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Store Questions,Intent,34,45,0.06,1416.02,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Live Agent Request,Intent,28,35,-0.02,443.57,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Offers & Deals Question,Intent,42,47,0.00,3152.45,FacebookMsgr,"Jul 3, 2017"
2017-07-06,App,Help,1,1,0.00,1220.00,FacebookMsgr,"Jul 3, 2017"
2017-07-06,Order Management,Help,1,1,-0.40,1751.00,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Not Defined,Intent,24,52,0.06,519.13,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Offers & Deals Question,Intent,40,63,0.04,3545.41,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Pricing Questions,Intent,2,2,0.00,259.00,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Track Order,Intent,33,66,0.07,938.38,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Store Questions,Intent,13,13,0.05,1540.38,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Live Agent Request,Intent,29,46,0.01,362.15,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Rewards,Intent,17,33,0.00,3499.36,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Kohl's Cash Question,Intent,1,1,0.20,4863.00,FacebookMsgr,"Jul 3, 2017"
2017-07-07,Returns,Help,3,3,-0.03,1597.00,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Not Defined,Intent,15,16,0.11,647.88,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Rewards,Intent,7,9,-0.06,292.11,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Track Order,Intent,10,17,0.08,523.29,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Offers & Deals Question,Intent,36,41,0.00,1621.27,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Pricing Questions,Intent,11,11,0.00,252.91,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Store Questions,Intent,30,36,0.08,953.78,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Gift Cards,Intent,2,5,-0.20,460.60,FacebookMsgr,"Jul 3, 2017"
2017-07-08,Live Agent Request,Intent,21,34,-0.07,231.62,FacebookMsgr,"Jul 3, 2017"
2017-07-09,Live Agent Request,Intent,14,20,0.03,358.65,FacebookMsgr,"Jul 3, 2017"
2017-07-09,Store Questions,Intent,8,10,0.06,1050.00,FacebookMsgr,"Jul 3, 2017"
2017-07-09,Offers & Deals Question,Intent,33,39,0.01,1884.64,FacebookMsgr,"Jul 3, 2017"
2017-07-09,Rewards,Intent,4,4,0.00,216.50,FacebookMsgr,"Jul 3, 2017"
2017-07-09,Pricing Questions,Intent,12,12,0.00,267.08,FacebookMsgr,"Jul 3, 2017"
2017-07-09,Not Defined,Intent,5,8,0.13,411.00,FacebookMsgr,"Jul 3, 2017"
2017-07-09,Track Order,Intent,1,1,0.00,192.00,FacebookMsgr,"Jul 3, 2017"
2017-07-10,Pricing Questions,Intent,5,6,0.00,238.00,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Track Order,Intent,9,16,0.04,518.00,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Offers & Deals Question,Intent,49,69,0.04,2161.81,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Offers & Deals Question,Help,1,1,0.30,1049.00,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Not Defined,Intent,10,13,0.11,648.77,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Kohl's Cash Question,Intent,1,2,0.10,1262.50,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Store Questions,Intent,36,37,0.06,987.27,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Rewards,Intent,11,18,0.00,777.17,FacebookMsgr,"Jul 10, 2017"
2017-07-10,Live Agent Request,Intent,21,32,0.02,175.50,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Live Agent Request,Intent,35,54,-0.01,432.67,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Track Order,Intent,26,50,0.04,799.78,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Not Defined,Intent,23,35,0.09,540.71,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Pricing Questions,Intent,1,1,0.00,1232.00,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Offers & Deals Question,Intent,24,26,-0.01,2423.73,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Store Questions,Intent,12,25,0.08,972.60,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Rewards,Intent,10,12,-0.02,1221.92,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Product Integrity,Help,1,1,0.40,331.00,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Password,Help,1,1,-0.30,1656.00,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Product Findability,Help,1,1,0.10,395.00,FacebookMsgr,"Jul 10, 2017"
2017-07-11,Returns,Help,1,1,-0.30,911.00,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Live Agent Request,Intent,38,48,-0.01,193.44,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Not Defined,Intent,13,17,0.06,493.71,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Not Defined,Help,1,1,0.60,817.00,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Rewards,Intent,12,18,-0.02,1114.33,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Store Questions,Intent,22,28,0.05,875.89,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Offers & Deals Question,Intent,38,49,0.02,2449.76,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Track Order,Intent,18,24,0.02,614.29,FacebookMsgr,"Jul 10, 2017"
2017-07-12,Returns,Help,1,1,-0.40,1347.00,FacebookMsgr,"Jul 10, 2017"
2017-07-12,App,Help,2,2,0.00,709.50,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Track Order,Intent,32,56,0.02,947.82,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Track Order,Help,1,1,-0.10,823.00,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Offers & Deals Question,Intent,46,50,0.03,2345.82,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Not Defined,Intent,17,23,0.14,698.52,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Live Agent Request,Intent,28,34,0.02,284.03,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Store Questions,Intent,16,30,0.10,1392.97,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Rewards,Intent,5,10,0.09,444.50,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Pricing Questions,Help,1,1,0.90,830.00,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Product Findability,Help,1,1,0.90,441.00,FacebookMsgr,"Jul 10, 2017"
2017-07-13,Returns,Help,1,1,-0.40,1503.00,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Not Defined,Intent,31,38,0.09,568.03,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Pricing Questions,Intent,15,16,0.00,367.31,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Live Agent Request,Intent,47,63,-0.02,284.24,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Store Questions,Intent,27,29,0.06,664.59,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Rewards,Intent,13,15,0.02,480.07,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Offers & Deals Question,Intent,52,59,0.01,1696.10,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Track Order,Intent,13,16,-0.06,314.88,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Returns,Help,4,4,-0.43,865.50,FacebookMsgr,"Jul 10, 2017"
2017-07-14,Order Management,Help,1,1,-0.40,1337.00,FacebookMsgr,"Jul 10, 2017"
2017-07-15,Store Questions,Intent,20,24,0.04,587.79,FacebookMsgr,"Jul 10, 2017"
2017-07-15,Live Agent Request,Intent,24,49,0.00,310.57,FacebookMsgr,"Jul 10, 2017"
2017-07-15,Rewards,Intent,13,13,0.00,236.46,FacebookMsgr,"Jul 10, 2017"
2017-07-15,Offers & Deals Question,Intent,37,41,0.01,1885.32,FacebookMsgr,"Jul 10, 2017"
2017-07-15,Track Order,Intent,14,23,0.03,785.13,FacebookMsgr,"Jul 10, 2017"
2017-07-15,Not Defined,Intent,15,22,0.04,583.59,FacebookMsgr,"Jul 10, 2017"
2017-07-15,Pricing Questions,Intent,11,16,0.00,255.56,FacebookMsgr,"Jul 10, 2017"
2017-07-16,Track Order,Intent,17,22,0.03,396.86,FacebookMsgr,"Jul 10, 2017"
2017-07-16,Store Questions,Intent,39,45,0.03,592.71,FacebookMsgr,"Jul 10, 2017"
2017-07-16,Not Defined,Intent,16,22,0.10,439.55,FacebookMsgr,"Jul 10, 2017"
2017-07-16,Live Agent Request,Intent,26,29,0.02,277.31,FacebookMsgr,"Jul 10, 2017"
2017-07-16,Offers & Deals Question,Intent,47,55,0.03,2142.58,FacebookMsgr,"Jul 10, 2017"
2017-07-16,Rewards,Intent,17,25,0.01,1022.44,FacebookMsgr,"Jul 10, 2017"
2017-07-16,Pricing Questions,Intent,17,23,0.00,267.39,FacebookMsgr,"Jul 10, 2017"
2017-07-17,Rewards,Intent,15,31,0.01,460.06,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Track Order,Intent,14,16,0.00,362.06,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Not Defined,Intent,16,19,0.14,580.79,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Store Questions,Intent,27,34,0.07,893.74,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Live Agent Request,Intent,35,47,-0.02,289.06,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Offers & Deals Question,Intent,57,62,0.03,2412.90,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Pricing Questions,Intent,18,20,0.00,270.40,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Kohl's Cash Question,Intent,1,3,0.03,542.67,FacebookMsgr,"Jul 17, 2017"
2017-07-17,Shipping,Help,1,1,-0.20,858.00,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Not Defined,Intent,9,11,0.10,643.91,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Track Order,Intent,19,25,0.05,570.32,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Store Questions,Intent,19,19,0.09,1112.16,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Pricing Questions,Intent,9,12,0.00,253.58,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Rewards,Intent,14,16,0.03,279.06,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Live Agent Request,Intent,29,36,-0.02,290.69,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Kohl's Cash Question,Intent,1,1,0.20,1029.00,FacebookMsgr,"Jul 17, 2017"
2017-07-18,Offers & Deals Question,Intent,28,32,0.00,2644.81,FacebookMsgr,"Jul 17, 2017"
2017-07-19,Store Questions,Intent,24,30,0.04,1481.70,FacebookMsgr,"Jul 17, 2017"
2017-07-19,Offers & Deals Question,Intent,30,38,0.05,2871.13,FacebookMsgr,"Jul 17, 2017"
2017-07-19,Not Defined,Intent,15,40,0.12,421.73,FacebookMsgr,"Jul 17, 2017"
2017-07-19,Track Order,Intent,16,19,0.02,386.58,FacebookMsgr,"Jul 17, 2017"
2017-07-19,Live Agent Request,Intent,31,80,0.05,280.25,FacebookMsgr,"Jul 17, 2017"
2017-07-19,Pricing Questions,Intent,10,13,0.00,272.62,FacebookMsgr,"Jul 17, 2017"
2017-07-19,Rewards,Intent,14,19,0.01,1272.11,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Pricing Questions,Intent,12,13,0.00,279.62,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Offers & Deals Question,Intent,32,36,0.00,1686.25,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Not Defined,Intent,22,30,0.15,727.40,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Track Order,Intent,17,30,0.04,862.73,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Store Questions,Intent,35,49,0.09,1221.73,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Rewards,Intent,10,13,0.06,1147.69,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Kohl's Cash Question,Intent,1,1,-0.20,843.00,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Live Agent Request,Intent,58,71,0.00,291.90,FacebookMsgr,"Jul 17, 2017"
2017-07-20,App,Help,1,1,0.00,1415.00,FacebookMsgr,"Jul 17, 2017"
2017-07-20,Order Management,Help,1,1,-0.20,542.00,FacebookMsgr,"Jul 17, 2017"
2017-07-21,Not Defined,Intent,12,15,0.07,649.73,FacebookMsgr,"Jul 17, 2017"
2017-07-21,Rewards,Intent,7,9,0.02,1197.89,FacebookMsgr,"Jul 17, 2017"
2017-07-21,Track Order,Intent,20,29,0.03,985.48,FacebookMsgr,"Jul 17, 2017"
2017-07-21,Offers & Deals Question,Intent,37,52,0.00,1729.85,FacebookMsgr,"Jul 17, 2017"
2017-07-21,Store Questions,Intent,25,27,0.04,563.07,FacebookMsgr,"Jul 17, 2017"
2017-07-21,Pricing Questions,Intent,9,10,0.00,439.20,FacebookMsgr,"Jul 17, 2017"
2017-07-21,Live Agent Request,Intent,21,31,-0.05,351.10,FacebookMsgr,"Jul 17, 2017"
2017-07-21,App,Help,2,2,0.00,585.00,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Offers & Deals Question,Intent,34,44,0.00,2091.48,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Track Order,Intent,12,16,0.02,774.94,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Live Agent Request,Intent,31,70,0.00,144.34,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Not Defined,Intent,12,12,0.10,521.00,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Rewards,Intent,6,7,0.06,287.14,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Store Questions,Intent,26,31,0.02,461.35,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Pricing Questions,Intent,16,18,0.00,265.67,FacebookMsgr,"Jul 17, 2017"
2017-07-22,Shipping,Help,1,1,-0.40,612.00,FacebookMsgr,"Jul 17, 2017"
2017-07-23,Store Questions,Intent,16,19,0.06,603.79,FacebookMsgr,"Jul 17, 2017"
2017-07-23,Offers & Deals Question,Intent,30,33,0.06,2368.85,FacebookMsgr,"Jul 17, 2017"
2017-07-23,Not Defined,Intent,9,10,-0.01,580.80,FacebookMsgr,"Jul 17, 2017"
2017-07-23,Track Order,Intent,8,12,0.03,467.33,FacebookMsgr,"Jul 17, 2017"
2017-07-23,Live Agent Request,Intent,31,38,0.00,197.39,FacebookMsgr,"Jul 17, 2017"
2017-07-23,Pricing Questions,Intent,14,16,0.00,273.56,FacebookMsgr,"Jul 17, 2017"
2017-07-23,Rewards,Intent,9,11,0.02,367.27,FacebookMsgr,"Jul 17, 2017"
2017-07-24,Offers & Deals Question,Intent,40,43,0.00,2485.51,FacebookMsgr,"Jul 24, 2017"
2017-07-24,Store Questions,Intent,18,20,0.00,903.60,FacebookMsgr,"Jul 24, 2017"
2017-07-24,Track Order,Intent,27,65,0.04,871.32,FacebookMsgr,"Jul 24, 2017"
2017-07-24,Not Defined,Intent,31,44,0.10,538.18,FacebookMsgr,"Jul 24, 2017"
2017-07-24,Live Agent Request,Intent,30,51,-0.04,358.45,FacebookMsgr,"Jul 24, 2017"
2017-07-24,Pricing Questions,Intent,6,6,0.00,260.50,FacebookMsgr,"Jul 24, 2017"
2017-07-24,Rewards,Intent,14,15,0.00,1147.20,FacebookMsgr,"Jul 24, 2017"
2017-07-24,Order Management,Help,2,2,-0.40,1446.50,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Track Order,Intent,14,26,0.04,554.81,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Rewards,Intent,15,21,-0.01,1603.90,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Not Defined,Intent,11,19,0.09,426.58,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Pricing Questions,Intent,2,3,0.00,278.33,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Offers & Deals Question,Intent,45,48,0.05,2899.73,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Store Questions,Intent,15,20,0.11,1184.90,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Live Agent Request,Intent,31,42,0.03,234.07,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Kohl's Cash Question,Intent,1,2,0.20,6903.50,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Password,Help,1,1,-0.40,1134.00,FacebookMsgr,"Jul 24, 2017"
2017-07-25,Product Findability,Help,1,1,0.00,1520.00,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Offers & Deals Question,Intent,50,58,0.01,3004.78,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Not Defined,Intent,28,35,0.04,605.77,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Live Agent Request,Intent,27,32,0.01,292.81,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Pricing Questions,Intent,2,2,0.00,271.00,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Store Questions,Intent,34,46,0.10,1447.13,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Track Order,Intent,22,58,0.08,977.00,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Rewards,Intent,8,11,-0.01,360.00,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Kohl's Cash Question,Intent,1,2,0.05,911.50,FacebookMsgr,"Jul 24, 2017"
2017-07-26,Returns,Help,1,1,0.00,983.00,FacebookMsgr,"Jul 24, 2017"
2017-07-26,App,Help,1,1,0.00,966.00,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Store Questions,Intent,19,23,0.04,780.96,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Not Defined,Intent,15,16,0.08,328.69,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Track Order,Intent,20,29,0.03,682.55,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Offers & Deals Question,Intent,40,46,0.00,3442.67,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Pricing Questions,Intent,15,20,0.00,268.60,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Gift Cards,Intent,1,1,0.20,629.00,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Rewards,Intent,14,18,0.01,1307.50,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Live Agent Request,Intent,31,41,-0.01,241.95,FacebookMsgr,"Jul 24, 2017"
2017-07-27,App,Help,1,1,0.00,1219.00,FacebookMsgr,"Jul 24, 2017"
2017-07-27,Receipt,Help,1,1,0.20,1123.00,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Pricing Questions,Intent,12,15,0.00,266.73,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Offers & Deals Question,Intent,31,37,0.01,3360.03,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Not Defined,Intent,18,21,0.09,659.05,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Live Agent Request,Intent,39,57,-0.03,329.00,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Track Order,Intent,24,78,0.07,877.31,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Store Questions,Intent,22,25,0.06,877.32,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Rewards,Intent,16,20,0.04,1178.90,FacebookMsgr,"Jul 24, 2017"
2017-07-28,Password,Help,3,3,-0.37,1202.33,FacebookMsgr,"Jul 24, 2017"
2017-07-28,HR,Help,1,1,0.00,1751.00,FacebookMsgr,"Jul 24, 2017"
2017-07-28,App,Help,1,1,0.00,1221.00,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Not Defined,Intent,10,10,0.06,428.90,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Offers & Deals Question,Intent,44,50,0.03,1749.14,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Live Agent Request,Intent,21,36,0.02,301.42,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Pricing Questions,Intent,16,18,0.00,277.28,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Pricing Questions,Help,1,1,-0.30,946.00,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Store Questions,Intent,21,28,0.04,718.86,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Track Order,Intent,4,4,0.00,322.50,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Rewards,Intent,10,10,0.00,225.70,FacebookMsgr,"Jul 24, 2017"
2017-07-29,Product Findability,Help,2,2,0.25,743.50,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Track Order,Intent,8,8,0.03,281.75,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Not Defined,Intent,7,10,0.03,230.60,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Not Defined,Help,1,1,0.30,704.00,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Live Agent Request,Intent,17,30,-0.01,394.37,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Rewards,Intent,12,13,0.00,220.08,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Store Questions,Intent,18,21,0.03,927.00,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Offers & Deals Question,Intent,34,40,0.01,1895.83,FacebookMsgr,"Jul 24, 2017"
2017-07-30,Pricing Questions,Intent,14,15,0.00,282.40,FacebookMsgr,"Jul 24, 2017"
2017-07-31,Live Agent Request,Intent,42,59,0.01,261.31,FacebookMsgr,"Jul 31, 2017"
2017-07-31,Not Defined,Intent,23,25,0.19,532.68,FacebookMsgr,"Jul 31, 2017"
2017-07-31,Track Order,Intent,27,34,0.04,861.71,FacebookMsgr,"Jul 31, 2017"
2017-07-31,Rewards,Intent,12,15,0.00,255.20,FacebookMsgr,"Jul 31, 2017"
2017-07-31,Kohl's Cash Question,Intent,2,3,-0.17,2298.33,FacebookMsgr,"Jul 31, 2017"
2017-07-31,Store Questions,Intent,33,39,0.05,924.54,FacebookMsgr,"Jul 31, 2017"
2017-07-31,Offers & Deals Question,Intent,37,51,0.01,1909.37,FacebookMsgr,"Jul 31, 2017"
2017-07-31,Pricing Questions,Intent,5,5,0.00,270.00,FacebookMsgr,"Jul 31, 2017"
2017-07-31,App,Help,1,1,0.00,710.00,FacebookMsgr,"Jul 31, 2017"
2017-08-01,Not Defined,Intent,14,20,0.13,392.55,FacebookMsgr,"Jul 31, 2017"
2017-08-01,Pricing Questions,Intent,1,1,0.00,403.00,FacebookMsgr,"Jul 31, 2017"
2017-08-01,Live Agent Request,Intent,26,50,0.02,322.20,FacebookMsgr,"Jul 31, 2017"
2017-08-01,Track Order,Intent,26,80,0.12,593.51,FacebookMsgr,"Jul 31, 2017"
2017-08-01,Store Questions,Intent,13,15,0.06,813.07,FacebookMsgr,"Jul 31, 2017"
2017-08-01,Offers & Deals Question,Intent,33,37,0.01,2298.68,FacebookMsgr,"Jul 31, 2017"
2017-08-01,Rewards,Intent,13,17,-0.01,500.47,FacebookMsgr,"Jul 31, 2017"
2017-08-02,Offers & Deals Question,Intent,42,46,0.00,2531.22,FacebookMsgr,"Jul 31, 2017"
2017-08-02,Not Defined,Intent,21,37,0.15,495.35,FacebookMsgr,"Jul 31, 2017"
2017-08-02,Store Questions,Intent,18,20,0.04,951.85,FacebookMsgr,"Jul 31, 2017"
2017-08-02,Track Order,Intent,34,98,0.04,1170.15,FacebookMsgr,"Jul 31, 2017"
2017-08-02,Live Agent Request,Intent,31,46,0.00,345.09,FacebookMsgr,"Jul 31, 2017"
